id,class
547,3
548,0
549,3
550,2
551,3
552,2
553,0
554,1
555,2
556,1
557,4
558,4
559,3
560,3
561,0
562,1
563,2
564,1
565,3
566,2
567,0
568,4
569,0
570,2
571,0
572,1
573,3
574,4
575,2
576,4
577,0
578,4
579,3
580,0
581,3
582,1
583,0
584,4
585,4
586,4
587,0
588,1
589,3
590,4
591,1
592,0
593,1
594,0
595,0
596,2
597,4
598,2
599,3
600,3
601,1
602,0
603,3
604,2
605,1
606,4
607,0
608,4
609,3
610,1
611,2
612,4
613,3
614,4
615,0
616,2
617,3
618,1
619,4
620,3
621,2
622,0
623,1
624,4
625,3
626,2
627,0
628,1
629,1
630,2
631,2
632,3
633,0
634,4
635,2
636,2
637,0
638,2
639,1
640,4
641,1
642,0
643,1
644,4
645,4
646,2
647,0
648,3
649,4
650,0
651,0
652,4
653,0
654,2
655,2
656,4
657,1
658,0
659,2
660,2
661,2
662,1
663,1
664,4
665,3
666,1
667,4
668,4
669,4
670,0
671,2
672,1
673,2
674,0
675,2
676,4
677,1
678,4
679,4
680,2
681,4
682,4
683,3
684,4
685,3
686,0
687,2
688,3
689,1
690,4
691,2
692,3
693,3
694,1
695,1
696,3
697,2
698,4
699,0
700,2
701,4
702,1
703,3
704,0
705,1
706,1
707,4
708,2
709,3
710,0
711,1
712,4
713,3
714,4
715,3
716,4
717,1
718,2
719,3
720,2
721,3
722,1
723,3
724,2
725,4
726,1
727,0
728,2
729,4
730,4
731,0
732,0
733,3
734,1
735,3
736,1
737,0
738,2
739,4
740,3
741,0
742,3
743,1
744,4
745,1
746,4
747,3
748,2
749,4
750,4
751,4
752,3
753,0
754,2
755,4
756,0
757,2
758,2
759,1
760,3
761,2
762,2
763,4
764,3
765,3
766,2
767,4
768,1
769,2
770,3
771,3
772,2
773,3
774,3
775,3
776,4
777,1
778,4
779,2
780,1
781,0
782,4
783,3
784,2
785,4
786,3
787,0
788,1
789,4
790,1
791,2
792,4
793,4
794,0
795,1
796,4
797,2
798,2
799,4
800,1
801,2
802,3
803,0
804,2
805,0
806,3
807,4
808,2
809,0
810,2
811,2
812,4
813,0
814,2
815,2
816,4
817,3
818,1
819,2
820,1
821,3
822,2
823,4
824,2
825,2
826,0
827,1
828,3
829,2
830,4
831,3
832,4
833,1
834,2
835,1
836,1
837,4
838,2
839,2
840,3
841,2
842,2
843,0
844,1
845,4
846,3
847,1
848,3
849,0
850,1
851,2
852,3
853,3
854,0
855,2
856,4
857,3
858,0
859,3
860,0
861,1
862,0
863,1
864,3
865,4
866,1
867,4
868,2
869,1
870,2
871,4
872,1
873,3
874,0
875,4
876,3
877,3
878,0
879,1
880,2
881,1
882,3
883,0
884,2
885,0
886,3
887,4
888,2
889,1
890,4
891,1
892,2
893,3
894,2
895,0
896,4
897,4
898,0
899,3
900,0
901,0
902,3
903,0
904,1
905,3
906,2
907,0
908,4
909,1
910,0
911,3
912,1
913,4
914,0
915,1
916,2
917,2
918,3
919,0
920,4
921,0
922,4
923,2
924,1
925,2
926,4
927,4
928,4
929,1
930,2
931,4
932,3
933,0
934,1
935,3
936,1
937,2
938,4
939,2
940,2
941,3
942,1
943,4
944,1
945,3
946,3
947,3
948,4
949,3
950,2
951,2
952,2
953,2
954,3
955,0
956,2
957,0
958,2
959,2
960,4
961,3
962,4
963,2
964,1
965,4
966,3
967,1
968,1
969,1
970,4
971,4
972,2
973,4
974,1
975,3
976,4
977,3
978,2
979,0
980,1
981,4
982,3
983,0
984,2
985,0
986,4
987,2
988,4
989,3
990,1
991,2
992,0
993,3
994,1
995,1
996,4
997,0
998,2
999,3
1000,3
1001,4
1002,4
1003,1
1004,0
1005,4
1006,0
1007,0
1008,2
1009,1
1010,1
1011,3
1012,4
1013,1
1014,3
1015,2
1016,4
1017,1
1018,4
1019,4
1020,2
1021,0
1022,0
1023,0
1024,3
1025,2
1026,4
1027,2
1028,4
1029,2
1030,2
1031,2
1032,3
1033,0
1034,4
1035,0
1036,3
1037,0
1038,1
1039,4
1040,2
1041,2
1042,4
1043,1
1044,0
1045,4
1046,0
1047,0
1048,1
1049,3
1050,4
1051,3
1052,3
1053,2
1054,4
1055,3
1056,4
1057,2
1058,1
1059,0
1060,3
1061,4
1062,4
1063,2
1064,2
1065,3
1066,3
1067,0
1068,2
1069,1
1070,0
1071,1
1072,3
1073,0
1074,0
1075,3
1076,2
1077,4
1078,0
1079,1
1080,2
1081,0
1082,3
1083,2
1084,4
1085,1
1086,4
1087,0
1088,2
1089,4
1090,3
1091,4
1092,0
1093,2
1094,1
1095,0
1096,4
1097,2
1098,4
1099,3
1100,4
1101,3
1102,0
1103,3
1104,1
1105,0
1106,4
1107,0
1108,1
1109,3
1110,4
1111,3
1112,1
1113,3
1114,0
1115,3
1116,4
1117,2
1118,4
1119,0
1120,2
1121,4
1122,2
1123,0
1124,0
1125,1
1126,3
1127,0
1128,2
1129,2
1130,0
1131,4
1132,0
1133,2
1134,3
1135,2
1136,1
1137,3
1138,2
1139,4
1140,4
1141,3
1142,3
1143,4
1144,2
1145,4
1146,2
1147,2
1148,2
1149,3
1150,3
1151,3
1152,2
1153,4
1154,3
1155,1
1156,4
1157,2
1158,1
1159,0
1160,4
1161,3
1162,4
1163,0
1164,1
1165,3
1166,4
1167,4
1168,1
1169,2
1170,2
1171,0
1172,1
1173,1
1174,2
1175,4
1176,3
1177,1
1178,1
1179,2
1180,4
1181,3
1182,1
1183,2
1184,0
1185,2
1186,0
1187,3
1188,4
1189,0
1190,2
1191,4
1192,3
1193,4
1194,2
1195,2
1196,3
1197,1
1198,0
1199,3
1200,1
1201,4
1202,3
1203,4
1204,0
1205,0
1206,3
1207,3
1208,4
1209,2
1210,4
1211,2
1212,3
1213,2
1214,0
1215,2
1216,0
1217,0
1218,3
1219,3
1220,3
1221,2
1222,0
1223,4
1224,1
1225,4
1226,3
1227,2
1228,1
1229,3
1230,2
1231,3
1232,3
1233,4
1234,1
1235,4
1236,1
1237,2
1238,3
1239,1
1240,3
1241,1
1242,0
1243,0
1244,4
1245,0
1246,3
1247,0
1248,1
1249,2
1250,0
1251,2
1252,3
1253,0
1254,2
1255,3
1256,4
1257,2
1258,1
1259,3
1260,0
1261,2
1262,0
1263,1
1264,1
1265,1
1266,2
1267,4
1268,0
1269,3
1270,4
1271,1
1272,1
1273,0
1274,0
1275,3
1276,0
1277,2
1278,3
1279,2
1280,2
1281,2
1282,1
1283,3
1284,4
1285,2
1286,2
1287,4
1288,2
1289,1
1290,2
1291,0
1292,2
1293,0
1294,0
1295,3
1296,2
1297,2
1298,0
1299,1
1300,3
1301,1
1302,4
1303,2
1304,0
1305,0
1306,1
1307,4
1308,2
1309,3
1310,4
1311,4
1312,2
1313,1
1314,4
1315,0
1316,0
1317,2
1318,0
1319,4
1320,2
1321,1
1322,4
1323,1
1324,0
1325,0
1326,4
1327,3
1328,4
1329,0
1330,1
1331,1
1332,1
1333,1
1334,0
1335,4
1336,0
1337,2
1338,0
1339,0
1340,4
1341,2
1342,0
1343,4
1344,2
1345,3
1346,2
1347,4
1348,2
1349,4
1350,3
1351,2
1352,4
1353,4
1354,1
1355,3
1356,0
1357,2
1358,4
1359,4
1360,1
1361,2
1362,2
1363,0
1364,3
1365,0
1366,0
1367,0
1368,1
1369,1
1370,4
1371,1
1372,4
1373,4
1374,2
1375,2
1376,3
1377,1
1378,4
1379,0
1380,3
1381,4
1382,2
1383,3
1384,1
1385,3
1386,1
1387,4
1388,1
1389,0
1390,2
1391,3
1392,4
1393,2
1394,0
1395,1
1396,2
1397,3
1398,4
1399,0
1400,2
1401,0
1402,3
1403,0
1404,4
1405,1
1406,4
1407,1
1408,1
1409,0
1410,3
1411,0
1412,4
1413,1
1414,2
1415,3
1416,2
1417,0
1418,0
1419,4
1420,1
1421,2
1422,4
1423,4
1424,0
1425,2
1426,0
1427,1
1428,4
1429,0
1430,1
1431,4
1432,4
1433,3
1434,1
1435,3
1436,1
1437,1
1438,4
1439,2
1440,1
1441,3
1442,3
1443,2
1444,0
1445,4
1446,2
1447,2
1448,1
1449,1
1450,0
1451,3
1452,2
1453,1
1454,1
1455,1
1456,0
1457,2
1458,2
1459,2
1460,4
1461,1
1462,3
1463,3
1464,0
1465,0
1466,1
1467,2
1468,4
1469,1
1470,3
1471,2
1472,4
1473,0
1474,3
1475,0
1476,2
1477,4
1478,2
1479,3
1480,1
1481,3
1482,2
1483,4
1484,0
1485,4
1486,4
1487,1
1488,3
1489,2
1490,0
1491,1
1492,1
1493,3
1494,0
1495,2
1496,0
1497,0
1498,2
1499,0
1500,4
1501,0
1502,3
1503,2
1504,2
1505,4
1506,0
1507,1
1508,2
1509,3
1510,3
1511,1
1512,0
1513,2
1514,3
1515,1
1516,0
1517,3
1518,3
1519,4
1520,1
1521,1
1522,2
1523,3
1524,3
1525,3
1526,2
1527,3
1528,4
1529,1
1530,0
1531,3
1532,2
1533,0
1534,0
1535,1
1536,2
1537,2
1538,3
1539,3
1540,1
1541,0
1542,2
1543,3
1544,0
1545,2
1546,2
1547,1
1548,1
1549,1
1550,1
1551,2
1552,2
1553,4
1554,2
1555,2
1556,4
1557,1
1558,0
1559,1
1560,2
1561,4
1562,1
1563,4
1564,0
1565,4
1566,3
1567,0
1568,3
1569,1
1570,4
1571,1
1572,4
1573,0
1574,4
1575,2
1576,3
1577,2
1578,3
1579,0
1580,3
1581,4
1582,2
1583,1
1584,2
1585,1
1586,3
1587,0
1588,2
1589,0
1590,3
1591,1
1592,4
1593,4
1594,2
1595,1
1596,4
1597,3
1598,0
1599,1
1600,0
1601,2
1602,2
1603,3
1604,1
1605,0
1606,4
1607,2
1608,2
1609,0
1610,3
1611,0
1612,1
1613,1
1614,2
1615,0
1616,2
1617,2
1618,1
1619,1
1620,0
1621,2
1622,4
1623,0
1624,3
1625,0
1626,4
1627,2
1628,1
1629,0
1630,2
1631,4
1632,1
1633,4
1634,4
1635,2
1636,1
1637,3
1638,1
1639,1
1640,1
1641,4
1642,4
1643,0
1644,2
1645,3
1646,4
1647,2
1648,0
1649,3
1650,4
1651,2
1652,0
1653,0
1654,3
1655,2
1656,3
1657,3
1658,4
1659,0
1660,0
1661,2
1662,1
1663,2
1664,3
1665,4
1666,4
1667,0
1668,1
1669,4
1670,0
1671,3
1672,1
1673,0
1674,4
1675,1
1676,2
1677,0
1678,0
1679,3
1680,2
1681,2
1682,1
1683,2
1684,2
1685,2
1686,2
1687,2
1688,4
1689,0
1690,0
1691,1
1692,4
1693,0
1694,3
1695,2
1696,1
1697,1
1698,0
1699,3
1700,3
1701,2
1702,3
1703,3
1704,0
1705,1
1706,2
1707,0
1708,3
1709,3
1710,2
1711,1
1712,4
1713,3
1714,4
1715,2
1716,3
1717,2
1718,0
1719,1
1720,0
1721,3
1722,3
1723,3
1724,1
1725,1
1726,3
1727,4
1728,2
1729,1
1730,4
1731,0
1732,4
1733,2
1734,1
1735,2
1736,1
1737,1
1738,1
1739,3
1740,1
1741,0
1742,3
1743,4
1744,2
1745,4
1746,0
1747,2
1748,4
1749,3
1750,4
1751,2
1752,3
1753,0
1754,4
1755,3
1756,1
1757,4
1758,3
1759,2
1760,4
1761,2
1762,1
1763,0
1764,0
1765,3
1766,4
1767,3
1768,0
1769,1
1770,2
1771,0
1772,4
1773,2
1774,4
1775,2
1776,1
1777,1
1778,3
1779,4
1780,2
1781,4
1782,0
1783,1
1784,4
1785,2
1786,1
1787,2
1788,2
1789,1
1790,0
1791,3
1792,4
1793,2
1794,0
1795,4
1796,2
1797,0
1798,4
1799,1
1800,4
1801,1
1802,4
1803,1
1804,1
1805,0
1806,2
1807,1
1808,4
1809,1
1810,4
1811,1
1812,3
1813,2
1814,4
1815,4
1816,3
1817,0
1818,2
1819,2
1820,0
1821,4
1822,3
1823,1
1824,3
1825,0
1826,4
1827,1
1828,1
1829,3
1830,2
1831,2
1832,0
1833,2
1834,1
1835,3
1836,3
1837,2
1838,1
1839,0
1840,4
1841,1
1842,0
1843,3
1844,0
1845,0
1846,2
1847,3
1848,1
1849,3
1850,4
1851,1
1852,2
1853,1
1854,3
1855,4
1856,2
1857,3
1858,4
1859,0
1860,2
1861,2
1862,1
1863,0
1864,1
1865,0
1866,3
1867,3
1868,1
1869,2
1870,0
1871,2
1872,2
1873,0
1874,0
1875,0
1876,0
1877,3
1878,4
1879,2
1880,3
1881,2
1882,1
1883,1
1884,0
1885,4
1886,4
1887,2
1888,1
1889,3
1890,2
1891,0
1892,2
1893,1
1894,0
1895,1
1896,4
1897,0
1898,3
1899,4
1900,3
1901,1
1902,0
1903,4
1904,1
1905,4
1906,2
1907,3
1908,0
1909,4
1910,3
1911,1
1912,0
1913,4
1914,4
1915,2
1916,0
1917,1
1918,0
1919,0
1920,2
1921,1
1922,3
1923,2
1924,3
1925,1
1926,3
1927,4
1928,2
1929,4
1930,4
1931,4
1932,0
1933,1
1934,2
1935,3
1936,2
1937,4
1938,0
1939,4
1940,2
1941,4
1942,1
1943,1
1944,0
1945,2
1946,2
1947,0
1948,4
1949,2
1950,0
1951,3
1952,2
1953,4
1954,4
1955,1
1956,3
1957,3
1958,2
1959,3
1960,2
1961,1
1962,4
1963,0
1964,3
1965,2
1966,4
1967,2
1968,4
1969,1
1970,3
1971,3
1972,3
1973,0
1974,2
1975,1
1976,0
1977,2
1978,3
1979,2
1980,1
1981,0
1982,2
1983,4
1984,4
1985,2
1986,3
1987,2
1988,4
1989,1
1990,2
1991,4
1992,4
1993,3
1994,0
1995,3
1996,3
1997,1
1998,0
1999,3
2000,0
2001,2
2002,1
2003,4
2004,1
2005,3
2006,4
2007,2
2008,0
2009,4
2010,3
2011,1
2012,3
2013,3
2014,2
2015,1
2016,3
2017,0
2018,4
2019,3
2020,0
2021,4
2022,3
2023,0
2024,1
2025,1
2026,0
2027,1
2028,1
2029,2
2030,1
2031,3
2032,1
2033,3
2034,1
2035,2
2036,1
2037,4
2038,4
2039,3
2040,3
2041,0
2042,3
2043,0
2044,4
2045,1
2046,1
2047,1
2048,0
2049,2
2050,3
2051,0
2052,3
2053,4
2054,2
2055,4
2056,2
2057,2
2058,2
2059,1
2060,2
2061,3
2062,0
2063,1
2064,4
2065,3
2066,2
2067,4
2068,3
2069,2
2070,1
2071,1
2072,4
2073,3
2074,1
2075,2
2076,2
2077,2
2078,2
2079,2
2080,2
2081,1
2082,0
2083,4
2084,3
2085,0
2086,4
2087,1
2088,2
2089,3
2090,3
2091,4
2092,1
2093,0
2094,1
2095,4
2096,2
2097,1
2098,3
2099,4
2100,3
2101,2
2102,0
2103,1
2104,4
2105,2
2106,2
2107,2
2108,2
2109,3
2110,4
2111,1
2112,2
2113,3
2114,0
2115,4
2116,0
2117,2
2118,1
2119,4
2120,2
2121,0
2122,2
2123,3
2124,4
2125,3
2126,3
2127,2
2128,0
2129,4
2130,4
2131,0
2132,4
2133,2
2134,2
2135,2
2136,1
2137,3
2138,3
2139,4
2140,1
2141,3
2142,4
2143,0
2144,4
2145,1
2146,4
2147,3
2148,3
2149,2
2150,4
2151,3
2152,1
2153,1
2154,0
2155,3
2156,0
2157,1
2158,0
2159,2
2160,1
2161,4
2162,1
2163,3
2164,3
2165,2
2166,0
2167,0
2168,3
2169,4
2170,2
2171,4
2172,0
2173,1
2174,3
2175,2
2176,0
2177,4
2178,4
2179,3
2180,0
2181,3
2182,0
2183,3
2184,2
2185,0
2186,3
2187,2
2188,4
2189,4
2190,4
2191,3
2192,0
2193,2
2194,1
2195,4
2196,2
2197,0
2198,3
2199,1
2200,3
2201,0
2202,1
2203,0
2204,3
2205,3
2206,4
2207,0
2208,2
2209,2
2210,0
2211,3
2212,4
2213,2
2214,2
2215,4
2216,3
2217,4
2218,1
2219,2
2220,0
2221,2
2222,1
2223,4
2224,2
2225,2
2226,3
2227,0
2228,4
2229,3
2230,3
2231,3
2232,2
2233,4
2234,3
2235,1
2236,3
2237,2
2238,4
2239,0
2240,3
2241,4
2242,0
2243,1
2244,4
2245,1
2246,3
2247,4
2248,4
2249,4
2250,1
2251,0
2252,1
2253,4
2254,2
2255,1
2256,0
2257,1
2258,1
2259,2
2260,1
2261,4
2262,1
2263,3
2264,4
2265,4
2266,1
2267,2
2268,1
2269,2
2270,4
2271,2
2272,1
2273,2
2274,1
2275,0
2276,3
2277,2
2278,4
2279,1
2280,3
2281,1
2282,0
2283,0
2284,1
2285,2
2286,0
2287,3
2288,1
2289,0
2290,3
2291,1
2292,2
2293,2
2294,0
2295,2
2296,2
2297,3
2298,1
2299,4
2300,1
2301,4
2302,1
2303,3
2304,0
2305,3
2306,4
2307,2
2308,4
2309,0
2310,1
2311,1
2312,3
2313,2
2314,1
2315,4
2316,2
2317,4
2318,4
2319,3
2320,1
2321,2
2322,1
2323,1
2324,3
2325,2
2326,2
2327,0
2328,1
2329,4
2330,2
2331,1
2332,3
2333,3
2334,0
2335,3
2336,2
2337,1
2338,1
2339,0
2340,2
2341,3
2342,3
2343,4
2344,1
2345,4
2346,4
2347,4
2348,4
2349,1
2350,3
2351,3
2352,2
2353,1
2354,0
2355,3
2356,1
2357,4
2358,2
2359,0
2360,0
2361,2
2362,4
2363,4
2364,0
2365,4
2366,3
2367,2
2368,0
2369,3
2370,1
2371,2
2372,0
2373,4
2374,3
2375,1
2376,4
2377,3
2378,3
2379,2
2380,4
2381,4
2382,1
2383,3
2384,4
2385,3
2386,0
2387,1
2388,2
2389,1
2390,3
2391,3
2392,0
2393,2
2394,1
2395,2
2396,4
2397,2
2398,1
2399,2
2400,1
2401,3
2402,3
2403,4
2404,4
2405,4
2406,1
2407,4
2408,2
2409,1
2410,3
2411,1
2412,0
2413,0
2414,2
2415,4
2416,3
2417,3
2418,1
2419,2
2420,4
2421,0
2422,2
2423,3
2424,3
2425,3
2426,1
2427,1
2428,1
2429,2
2430,2
2431,1
2432,4
2433,3
2434,0
2435,1
2436,1
2437,0
2438,4
2439,3
2440,3
2441,4
2442,0
2443,2
2444,1
2445,3
2446,3
2447,1
2448,2
2449,4
2450,2
2451,0
2452,4
2453,4
2454,0
2455,0
2456,1
2457,1
2458,1
2459,0
2460,1
2461,4
2462,1
2463,1
2464,2
2465,0
2466,4
2467,0
2468,3
2469,1
2470,1
2471,1
2472,2
2473,3
2474,4
2475,0
2476,4
2477,3
2478,1
2479,2
2480,0
2481,2
2482,1
2483,0
2484,3
2485,1
2486,2
2487,4
2488,0
2489,0
2490,1
2491,2
2492,0
2493,0
2494,2
2495,3
2496,4
2497,1
2498,0
2499,2
2500,0
2501,1
2502,2
2503,2
2504,3
2505,2
2506,2
2507,1
2508,4
2509,0
2510,4
2511,3
2512,0
2513,3
2514,3
2515,4
2516,4
2517,1
2518,0
2519,4
2520,0
2521,2
2522,4
2523,0
2524,4
2525,0
2526,2
2527,0
2528,4
2529,1
2530,0
2531,4
2532,2
2533,0
2534,1
2535,3
2536,2
2537,1
2538,2
2539,1
2540,3
2541,3
2542,1
2543,0
2544,4
2545,1
2546,4
2547,2
2548,0
2549,3
2550,1
2551,4
2552,2
2553,2
2554,2
2555,1
2556,2
2557,4
2558,2
2559,4
2560,4
2561,1
2562,0
2563,0
2564,4
2565,2
2566,1
2567,4
2568,0
2569,3
2570,4
2571,0
2572,3
2573,1
2574,2
2575,3
2576,3
2577,0
2578,4
2579,3
2580,3
2581,2
2582,1
2583,0
2584,4
2585,3
2586,0
2587,2
2588,3
2589,0
2590,0
2591,4
2592,4
2593,2
2594,1
2595,1
2596,1
2597,1
2598,3
2599,3
2600,0
2601,2
2602,3
2603,2
2604,3
2605,4
2606,4
2607,1
2608,0
2609,2
2610,0
2611,4
2612,0
2613,2
2614,0
2615,4
2616,3
2617,0
2618,4
2619,4
2620,4
2621,0
2622,3
2623,1
2624,1
2625,1
2626,2
2627,4
2628,2
2629,3
2630,2
2631,1
2632,0
2633,3
2634,4
2635,1
2636,4
2637,0
2638,2
2639,3
2640,1
2641,0
2642,4
2643,1
2644,4
2645,2
2646,2
2647,2
2648,3
2649,1
2650,4
2651,2
2652,2
2653,1
2654,2
2655,3
2656,4
2657,1
2658,1
2659,0
2660,0
2661,4
2662,0
2663,1
2664,3
2665,4
2666,1
2667,2
2668,3
2669,3
2670,3
2671,3
2672,3
2673,3
2674,2
2675,0
2676,3
2677,3
2678,1
2679,1
2680,4
2681,2
2682,0
2683,1
2684,3
2685,0
2686,3
2687,4
2688,0
2689,1
2690,1
2691,2
2692,2
2693,2
2694,0
2695,1
2696,2
2697,4
2698,3
2699,4
2700,0
2701,3
2702,2
2703,1
2704,4
2705,1
2706,4
2707,3
2708,0
2709,0
2710,0
2711,2
2712,2
2713,2
2714,3
2715,4
2716,2
2717,2
2718,2
2719,1
2720,3
2721,3
2722,4
2723,1
2724,2
2725,0
2726,1
2727,3
2728,0
2729,3
2730,1
2731,4
2732,3
2733,1
2734,1
2735,3
2736,4
2737,3
2738,3
2739,1
2740,3
2741,1
2742,2
2743,4
2744,0
2745,2
2746,1
2747,2
2748,0
2749,2
2750,2
2751,0
2752,4
2753,1
2754,4
2755,4
2756,3
2757,1
2758,2
2759,0
2760,2
2761,2
2762,4
2763,3
2764,0
2765,4
2766,0
2767,0
2768,0
2769,3
2770,2
2771,4
2772,0
2773,1
2774,2
2775,2
2776,3
2777,0
2778,1
2779,4
2780,1
2781,4
2782,4
2783,2
2784,0
2785,4
2786,4
2787,4
2788,4
2789,0
2790,2
2791,4
2792,1
2793,3
2794,0
2795,3
2796,1
2797,0
2798,2
2799,4
2800,4
2801,1
2802,2
2803,0
2804,3
2805,2
2806,4
2807,2
2808,2
2809,0
2810,0
2811,2
2812,3
2813,4
2814,1
2815,3
2816,0
2817,2
2818,4
2819,2
2820,4
2821,3
2822,4
2823,3
2824,3
2825,2
2826,3
2827,3
2828,1
2829,3
2830,0
2831,0
2832,1
2833,0
2834,1
2835,2
2836,1
2837,4
2838,0
2839,3
2840,4
2841,3
2842,1
2843,2
2844,1
2845,1
2846,4
2847,0
2848,1
2849,3
2850,1
2851,0
2852,0
2853,3
2854,2
2855,0
2856,3
2857,4
2858,1
2859,2
2860,3
2861,1
2862,4
2863,0
2864,4
2865,4
2866,0
2867,1
2868,3
2869,1
2870,2
2871,1
2872,4
2873,3
2874,3
2875,0
2876,3
2877,1
2878,4
2879,2
2880,4
2881,3
2882,4
2883,4
2884,2
2885,4
2886,0
2887,1
2888,3
2889,4
2890,3
2891,3
2892,3
2893,0
2894,4
2895,2
2896,0
2897,4
2898,1
2899,2
2900,3
2901,4
2902,0
2903,4
2904,1
2905,3
2906,3
2907,2
2908,3
2909,3
2910,3
2911,2
2912,0
2913,0
2914,4
2915,1
2916,0
2917,4
2918,1
2919,2
2920,2
2921,2
2922,4
2923,3
2924,2
2925,3
2926,1
2927,0
2928,4
2929,2
2930,3
2931,0
2932,4
2933,2
2934,0
2935,3
2936,0
2937,4
2938,3
2939,3
2940,3
2941,0
2942,3
2943,3
2944,1
2945,4
2946,3
2947,1
2948,2
2949,2
2950,1
2951,0
2952,4
2953,2
2954,4
2955,2
2956,0
2957,3
2958,2
2959,2
2960,4
2961,0
2962,1
2963,0
2964,4
2965,2
2966,1
2967,0
2968,0
2969,3
2970,1
2971,1
2972,3
2973,2
2974,4
2975,2
2976,1
2977,1
2978,3
2979,0
2980,2
2981,3
2982,4
2983,4
2984,1
2985,2
2986,2
2987,3
2988,2
2989,3
2990,4
2991,3
2992,0
2993,1
2994,2
2995,4
2996,3
2997,0
