id,class
731,0
732,0
733,3
734,1
735,3
736,1
737,0
738,2
739,2
740,3
741,0
742,2
743,2
744,4
745,1
746,4
747,3
748,2
749,0
750,4
751,0
752,2
753,4
754,2
755,4
756,0
757,2
758,3
759,1
760,3
761,2
762,2
763,1
764,4
765,3
766,4
767,4
768,1
769,2
770,2
771,3
772,4
773,1
774,0
775,3
776,4
777,1
778,3
779,2
780,1
781,0
782,4
783,3
784,2
785,2
786,3
787,0
788,1
789,4
790,1
791,2
792,2
793,4
794,0
795,3
796,4
797,2
798,2
799,4
800,1
801,4
802,3
803,0
804,2
805,0
806,3
807,4
808,0
809,0
810,1
811,3
812,4
813,0
814,4
815,2
816,4
817,3
818,0
819,2
820,1
821,3
822,2
823,4
824,2
825,3
826,0
827,1
828,3
829,4
830,0
831,3
832,0
833,1
834,2
835,1
836,2
837,4
838,0
839,2
840,3
841,1
842,3
843,0
844,1
845,0
846,3
847,1
848,3
849,3
850,1
851,2
852,4
853,4
854,0
855,0
856,4
857,3
858,0
859,3
860,2
861,1
862,0
863,1
864,0
865,3
866,1
867,4
868,2
869,0
870,3
871,1
872,1
873,3
874,0
875,4
876,3
877,4
878,0
879,1
880,4
881,1
882,3
883,0
884,2
885,0
886,4
887,3
888,2
889,1
890,0
891,4
892,4
893,3
894,2
895,1
896,0
897,4
898,0
899,3
900,3
901,2
902,1
903,2
904,1
905,3
906,2
907,0
908,4
909,1
910,2
911,3
912,1
913,4
914,2
915,4
916,2
917,2
918,3
919,0
920,4
921,0
922,4
923,2
924,1
925,2
926,0
927,3
928,3
929,1
930,2
931,4
932,4
933,0
934,1
935,3
936,1
937,4
938,4
939,0
940,2
941,0
942,1
943,4
944,3
945,0
946,1
947,3
948,4
949,2
950,4
951,3
952,2
953,1
954,0
955,0
956,2
957,0
958,3
959,2
960,0
961,3
962,4
963,2
964,1
965,1
966,4
967,1
968,2
969,2
970,4
971,0
972,2
973,3
974,1
975,3
976,4
977,1
978,2
979,0
980,1
981,4
982,4
983,0
984,2
985,0
986,4
987,2
988,4
989,4
990,3
991,2
992,0
993,1
994,4
995,1
996,4
997,0
998,4
999,3
1000,2
1001,1
1002,4
1003,3
1004,0
1005,4
1006,0
1007,0
1008,2
1009,4
1010,2
1011,2
1012,4
1013,1
1014,3
1015,2
1016,4
1017,0
1018,4
1019,1
1020,2
1021,0
1022,1
1023,3
1024,4
1025,2
1026,4
1027,0
1028,1
1029,0
1030,2
1031,2
1032,3
1033,0
1034,4
1035,0
1036,3
1037,2
1038,1
1039,4
1040,2
1041,3
1042,4
1043,1
1044,0
1045,1
1046,0
1047,0
1048,0
1049,0
1050,4
1051,1
1052,3
1053,2
1054,0
1055,4
1056,4
1057,2
1058,0
1059,0
1060,3
1061,2
1062,4
1063,3
1064,0
1065,2
1066,3
1067,3
1068,2
1069,1
1070,0
1071,1
1072,0
1073,0
1074,0
1075,3
1076,2
1077,4
1078,0
1079,1
1080,1
1081,0
1082,3
1083,2
1084,4
1085,2
1086,1
1087,0
1088,1
1089,4
1090,3
1091,4
1092,0
1093,2
1094,1
1095,0
1096,4
1097,2
1098,4
1099,3
1100,4
1101,3
1102,3
1103,3
1104,1
1105,0
1106,4
1107,4
1108,1
1109,3
1110,4
1111,3
1112,1
1113,3
1114,0
1115,3
1116,1
1117,2
1118,4
1119,0
1120,2
1121,1
1122,4
1123,0
1124,0
1125,1
1126,3
1127,0
1128,4
1129,2
1130,1
1131,4
1132,1
1133,2
1134,3
1135,2
1136,1
1137,3
1138,2
1139,1
1140,3
1141,1
1142,0
1143,3
1144,2
1145,4
1146,2
1147,4
1148,2
1149,3
1150,3
1151,1
1152,0
1153,4
1154,2
1155,0
1156,4
1157,2
1158,1
1159,0
1160,2
1161,3
1162,4
1163,0
1164,1
1165,3
1166,0
1167,0
1168,1
1169,2
1170,2
1171,0
1172,1
1173,3
1174,2
1175,4
1176,4
1177,1
1178,1
1179,2
1180,4
1181,3
1182,1
1183,4
1184,0
1185,1
1186,2
1187,3
1188,4
1189,2
1190,0
1191,0
1192,3
1193,1
1194,0
1195,2
1196,3
1197,2
1198,1
1199,3
1200,1
1201,4
1202,1
1203,4
1204,2
1205,0
1206,0
1207,3
1208,4
1209,2
1210,4
1211,2
1212,3
1213,2
1214,0
1215,2
1216,0
1217,0
1218,3
1219,3
1220,0
1221,2
1222,0
1223,4
1224,1
1225,4
1226,3
1227,2
1228,1
1229,3
1230,2
1231,3
1232,4
1233,4
1234,1
1235,0
1236,4
1237,2
1238,3
1239,1
1240,3
1241,1
1242,0
1243,0
1244,3
1245,0
1246,1
1247,4
1248,1
1249,3
1250,1
1251,2
1252,3
1253,0
1254,2
1255,2
1256,4
1257,0
1258,1
1259,3
1260,0
1261,2
1262,4
1263,3
1264,1
1265,1
1266,0
1267,4
1268,0
1269,3
1270,4
1271,3
1272,0
1273,0
1274,0
1275,4
1276,0
1277,2
1278,2
1279,2
1280,2
1281,0
1282,1
1283,3
1284,4
1285,2
1286,2
1287,4
1288,2
1289,1
1290,3
1291,0
1292,3
1293,1
1294,0
1295,3
1296,2
1297,4
1298,0
1299,1
1300,3
1301,1
1302,4
1303,2
1304,0
1305,2
1306,1
1307,4
1308,0
1309,3
1310,4
1311,3
1312,2
1313,1
1314,4
1315,2
1316,3
1317,2
1318,0
1319,4
1320,4
1321,1
1322,4
1323,3
1324,0
1325,2
1326,3
1327,3
1328,3
1329,0
1330,4
1331,4
1332,2
1333,1
1334,0
1335,4
1336,2
1337,4
1338,0
1339,1
1340,4
1341,2
1342,3
1343,3
1344,2
1345,3
1346,1
1347,4
1348,2
1349,4
1350,3
1351,2
1352,0
1353,4
1354,1
1355,3
1356,0
1357,2
1358,4
1359,4
1360,1
1361,2
1362,2
1363,0
1364,3
1365,0
1366,4
1367,0
1368,1
1369,1
1370,3
1371,1
1372,2
1373,4
1374,2
1375,2
1376,3
1377,1
1378,4
1379,0
1380,0
1381,4
1382,2
1383,3
1384,1
1385,3
1386,1
1387,4
1388,4
1389,0
1390,1
1391,3
1392,4
1393,1
1394,0
1395,4
1396,2
1397,3
1398,4
1399,0
1400,2
1401,4
1402,3
1403,2
1404,1
1405,3
1406,4
1407,3
1408,4
1409,0
1410,4
1411,0
1412,4
1413,1
1414,2
1415,3
1416,2
1417,0
1418,1
1419,2
1420,0
1421,2
1422,2
1423,2
1424,0
1425,2
1426,0
1427,1
1428,2
1429,1
1430,1
1431,0
1432,4
1433,3
1434,1
1435,3
1436,0
1437,4
1438,4
1439,2
1440,1
1441,3
1442,3
1443,2
1444,0
1445,4
1446,1
1447,2
1448,1
1449,3
1450,0
1451,0
1452,3
1453,1
1454,1
1455,4
1456,0
1457,4
1458,2
1459,2
1460,4
1461,1
1462,2
1463,3
1464,0
1465,3
1466,1
1467,2
1468,4
1469,1
1470,2
1471,1
1472,4
1473,0
1474,3
1475,0
1476,2
1477,4
1478,2
1479,0
1480,1
1481,3
1482,2
1483,4
1484,0
1485,3
1486,4
1487,3
1488,3
1489,2
1490,4
1491,1
1492,1
1493,0
1494,0
1495,2
1496,0
1497,3
1498,2
1499,0
1500,0
1501,4
1502,3
1503,2
1504,2
1505,4
1506,0
1507,1
1508,2
1509,3
1510,3
1511,1
1512,0
1513,2
1514,3
1515,1
1516,0
1517,3
1518,0
1519,4
1520,1
1521,4
1522,0
1523,0
1524,3
1525,3
1526,2
1527,0
1528,4
1529,2
1530,0
1531,3
1532,2
1533,4
1534,1
1535,0
1536,0
1537,2
1538,3
1539,1
1540,1
1541,0
1542,4
1543,3
1544,2
1545,2
1546,4
1547,0
1548,1
1549,1
1550,1
1551,3
1552,2
1553,4
1554,2
1555,2
1556,4
1557,1
1558,0
1559,1
1560,1
1561,4
1562,2
1563,4
1564,3
1565,4
1566,3
1567,0
1568,2
1569,1
1570,2
1571,1
1572,4
1573,0
1574,2
1575,1
1576,3
1577,2
1578,3
1579,0
1580,3
1581,4
1582,0
1583,1
1584,2
1585,1
1586,2
1587,2
1588,3
1589,0
1590,3
1591,1
1592,4
1593,4
1594,2
1595,1
1596,4
1597,3
1598,1
1599,4
1600,0
1601,3
1602,2
1603,3
1604,1
1605,0
1606,4
1607,3
1608,2
1609,0
1610,3
1611,0
1612,4
1613,1
1614,2
1615,0
1616,4
1617,3
1618,1
1619,2
1620,0
1621,2
1622,4
1623,1
1624,3
1625,0
1626,4
1627,2
1628,4
1629,4
1630,2
1631,4
1632,2
1633,3
1634,3
1635,2
1636,0
1637,4
1638,1
1639,1
1640,1
1641,4
1642,4
1643,0
1644,2
1645,3
1646,2
1647,2
1648,3
1649,2
1650,4
1651,2
1652,1
1653,0
1654,3
1655,1
1656,0
1657,0
1658,4
1659,4
1660,0
1661,0
1662,1
1663,2
1664,3
1665,3
1666,4
1667,0
1668,1
1669,2
1670,4
1671,1
1672,1
1673,0
1674,3
1675,1
1676,2
1677,0
1678,0
1679,3
1680,3
1681,1
1682,1
1683,2
1684,2
1685,2
1686,1
1687,2
1688,4
1689,0
1690,0
1691,1
1692,4
1693,2
1694,3
1695,2
1696,1
1697,1
1698,0
1699,2
1700,3
1701,2
1702,1
1703,3
1704,0
1705,1
1706,2
1707,0
1708,2
1709,4
1710,0
1711,1
1712,4
1713,3
1714,3
1715,4
1716,3
1717,2
1718,0
1719,1
1720,0
1721,3
1722,3
1723,3
1724,1
1725,1
1726,3
1727,4
1728,2
1729,1
1730,3
1731,0
1732,0
1733,2
1734,1
1735,2
1736,1
1737,4
1738,0
1739,3
1740,1
1741,0
1742,3
1743,4
1744,0
1745,4
1746,0
1747,2
1748,4
1749,4
1750,4
1751,3
1752,3
1753,4
1754,4
1755,0
1756,1
1757,4
1758,3
1759,2
1760,4
1761,2
1762,1
1763,0
1764,0
1765,3
1766,4
1767,2
1768,0
1769,1
1770,2
1771,0
1772,4
1773,2
1774,3
1775,2
1776,1
1777,0
1778,3
1779,4
1780,2
1781,0
1782,0
1783,0
1784,4
1785,0
1786,0
1787,3
1788,0
1789,4
1790,1
1791,0
1792,4
1793,2
1794,0
1795,0
1796,2
1797,0
1798,4
1799,1
1800,4
1801,2
1802,0
1803,0
1804,0
1805,0
1806,2
1807,1
1808,4
1809,2
1810,2
1811,1
1812,3
1813,2
1814,4
1815,4
1816,3
1817,0
1818,2
1819,1
1820,0
1821,2
1822,1
1823,1
1824,0
1825,0
1826,4
1827,1
1828,1
1829,3
1830,2
1831,1
1832,0
1833,2
1834,1
1835,3
1836,1
1837,2
1838,1
1839,1
1840,4
1841,1
1842,0
1843,3
1844,2
1845,0
1846,2
1847,3
1848,1
1849,3
1850,4
1851,1
1852,2
1853,0
1854,3
1855,1
1856,2
1857,4
1858,4
1859,0
1860,2
1861,4
1862,1
1863,0
1864,3
1865,0
1866,4
1867,3
1868,1
1869,2
1870,4
1871,0
1872,2
1873,0
1874,0
1875,2
1876,0
1877,3
1878,4
1879,2
1880,4
1881,4
1882,4
1883,4
1884,0
1885,4
1886,4
1887,0
1888,1
1889,3
1890,4
1891,0
1892,2
1893,1
1894,2
1895,1
1896,4
1897,0
1898,3
1899,2
1900,3
1901,1
1902,0
1903,4
1904,2
1905,0
1906,3
1907,3
1908,0
1909,2
1910,3
1911,1
1912,0
1913,4
1914,3
1915,2
1916,3
1917,4
1918,0
1919,1
1920,2
1921,1
1922,2
1923,0
1924,2
1925,1
1926,0
1927,4
1928,3
1929,2
1930,4
1931,1
1932,0
1933,1
1934,2
1935,3
1936,2
1937,0
1938,0
1939,4
1940,2
1941,4
1942,1
1943,2
1944,0
1945,4
1946,4
1947,0
1948,4
1949,2
1950,0
1951,3
1952,4
1953,4
1954,4
1955,1
1956,0
1957,3
1958,4
1959,3
1960,2
1961,0
1962,4
1963,1
1964,3
1965,2
1966,4
1967,3
1968,3
1969,3
1970,4
1971,3
1972,3
1973,0
1974,2
1975,1
1976,4
1977,2
1978,3
1979,2
1980,4
1981,0
1982,2
1983,4
1984,4
1985,0
1986,3
1987,2
1988,1
1989,4
1990,2
1991,4
1992,0
1993,3
1994,0
1995,3
1996,4
1997,1
1998,0
1999,2
2000,0
2001,2
2002,1
2003,4
2004,3
2005,3
2006,4
2007,1
2008,0
2009,4
2010,2
2011,2
2012,3
2013,3
2014,2
2015,1
2016,3
2017,0
2018,3
2019,3
2020,2
2021,4
2022,3
2023,0
2024,1
2025,1
2026,0
2027,3
2028,1
2029,2
2030,2
2031,3
2032,1
2033,3
2034,0
2035,2
2036,1
2037,4
2038,0
2039,3
2040,4
2041,0
2042,2
2043,0
2044,1
2045,1
2046,1
2047,1
2048,0
2049,2
2050,2
2051,0
2052,1
2053,0
2054,2
2055,4
2056,2
2057,1
2058,2
2059,1
2060,2
2061,3
2062,0
2063,1
2064,4
2065,1
2066,2
2067,3
2068,1
2069,4
2070,0
2071,0
2072,1
2073,3
2074,1
2075,2
2076,3
2077,4
2078,2
2079,2
2080,2
2081,1
2082,0
2083,4
2084,3
2085,0
2086,4
2087,1
2088,3
2089,3
2090,2
2091,4
2092,1
2093,0
2094,1
2095,4
2096,2
2097,1
2098,4
2099,2
2100,3
2101,2
2102,0
2103,1
2104,4
2105,4
2106,0
2107,2
2108,0
2109,3
2110,4
2111,1
2112,1
2113,3
2114,0
2115,4
2116,0
2117,2
2118,1
2119,4
2120,4
2121,0
2122,2
2123,4
2124,0
2125,0
2126,1
2127,2
2128,0
2129,0
2130,4
2131,2
2132,4
2133,0
2134,1
2135,2
2136,2
2137,0
2138,0
2139,4
2140,0
2141,4
2142,3
2143,1
2144,4
2145,1
2146,4
2147,0
2148,0
2149,1
2150,4
2151,3
2152,2
2153,2
2154,0
2155,3
2156,4
2157,1
2158,4
2159,4
2160,2
2161,4
2162,1
2163,2
2164,3
2165,2
2166,0
2167,1
2168,4
2169,4
2170,2
2171,1
2172,0
2173,1
2174,3
2175,2
2176,0
2177,4
2178,1
2179,3
2180,1
2181,3
2182,0
2183,4
2184,2
2185,0
2186,3
2187,2
2188,4
2189,3
2190,3
2191,3
2192,0
2193,2
2194,1
2195,4
2196,2
2197,1
2198,3
2199,1
2200,1
2201,0
2202,4
2203,2
2204,3
2205,3
2206,4
2207,0
2208,2
2209,1
2210,4
2211,3
2212,1
2213,4
2214,4
2215,0
2216,1
2217,0
2218,1
2219,2
2220,1
2221,2
2222,1
2223,3
2224,2
2225,2
2226,3
2227,0
2228,4
2229,3
2230,1
2231,4
2232,2
2233,4
2234,1
2235,2
2236,3
2237,2
2238,4
2239,0
2240,3
2241,4
2242,3
2243,2
2244,4
2245,1
2246,3
2247,1
2248,2
2249,4
2250,1
2251,3
2252,1
2253,4
2254,2
2255,1
2256,4
2257,4
2258,1
2259,2
2260,0
2261,2
2262,1
2263,3
2264,4
2265,4
2266,1
2267,2
2268,3
2269,2
2270,4
2271,4
2272,0
2273,4
2274,4
2275,0
2276,3
2277,2
2278,4
2279,1
2280,3
2281,3
2282,4
2283,0
2284,1
2285,2
2286,0
2287,3
2288,1
2289,0
2290,4
2291,1
2292,4
2293,4
2294,0
2295,2
2296,1
2297,3
2298,1
2299,4
2300,1
2301,4
2302,2
2303,3
2304,0
2305,3
2306,4
2307,2
2308,4
2309,0
2310,0
2311,4
2312,3
2313,2
2314,1
2315,0
2316,2
2317,1
2318,3
2319,1
2320,4
2321,2
2322,4
2323,1
2324,4
2325,2
2326,0
2327,3
2328,1
2329,4
2330,2
2331,4
2332,4
2333,4
2334,0
2335,3
2336,2
2337,1
2338,1
2339,0
2340,2
2341,3
2342,3
2343,4
2344,1
2345,4
2346,0
2347,4
2348,4
2349,1
2350,4
2351,3
2352,1
2353,1
2354,0
2355,3
2356,1
2357,4
2358,2
2359,0
2360,3
2361,4
2362,3
2363,4
2364,3
2365,4
2366,1
2367,2
2368,0
2369,4
2370,1
2371,2
2372,0
2373,4
2374,3
2375,1
2376,4
2377,1
2378,4
2379,0
2380,4
2381,4
2382,1
2383,3
2384,0
2385,3
2386,0
2387,0
2388,4
2389,1
2390,3
2391,1
2392,0
2393,2
2394,1
2395,2
2396,0
2397,2
2398,1
2399,1
2400,1
2401,2
2402,3
2403,4
2404,4
2405,4
2406,1
2407,4
2408,2
2409,1
2410,3
2411,1
2412,0
2413,0
2414,2
2415,4
2416,3
2417,3
2418,1
2419,2
2420,2
2421,0
2422,2
2423,3
2424,1
2425,3
2426,0
2427,1
2428,4
2429,2
2430,2
2431,1
2432,4
2433,3
2434,0
2435,0
2436,1
2437,0
2438,4
2439,3
2440,3
2441,4
2442,0
2443,2
2444,1
2445,3
2446,3
2447,1
2448,2
2449,4
2450,1
2451,0
2452,4
2453,4
2454,2
2455,0
2456,1
2457,3
2458,0
2459,0
2460,1
2461,4
2462,0
2463,1
2464,2
2465,3
2466,4
2467,0
2468,2
2469,1
2470,2
2471,1
2472,2
2473,3
2474,4
2475,0
2476,2
2477,3
2478,1
2479,3
2480,0
2481,2
2482,1
2483,3
2484,3
2485,1
2486,4
2487,2
2488,0
2489,0
2490,0
2491,2
2492,3
2493,0
2494,4
2495,3
2496,4
2497,1
2498,3
2499,2
2500,0
2501,0
2502,3
2503,2
2504,1
2505,2
2506,1
2507,1
2508,3
2509,0
2510,4
2511,2
2512,0
2513,1
2514,2
2515,4
2516,4
2517,1
2518,0
2519,4
2520,0
2521,2
2522,4
2523,4
2524,4
2525,0
2526,3
2527,0
2528,4
2529,1
2530,4
2531,2
2532,2
2533,4
2534,1
2535,3
2536,1
2537,1
2538,4
2539,4
2540,2
2541,3
2542,1
2543,0
2544,4
2545,1
2546,4
2547,3
2548,4
2549,3
2550,1
2551,4
2552,2
2553,1
2554,3
2555,1
2556,4
2557,4
2558,2
2559,0
2560,4
2561,1
2562,0
2563,0
2564,3
2565,2
2566,1
2567,4
2568,0
2569,3
2570,0
2571,0
2572,2
2573,1
2574,3
2575,1
2576,1
2577,0
2578,4
2579,3
2580,3
2581,2
2582,2
2583,0
2584,4
2585,4
2586,0
2587,2
2588,3
2589,2
2590,0
2591,3
2592,1
2593,2
2594,1
2595,4
2596,1
2597,0
2598,3
2599,2
2600,0
2601,4
2602,3
2603,2
2604,1
2605,3
2606,4
2607,0
2608,0
2609,2
2610,4
2611,1
2612,0
2613,2
2614,0
2615,4
2616,2
2617,0
2618,4
2619,2
2620,4
2621,0
2622,3
2623,1
2624,1
2625,1
2626,2
2627,4
2628,1
2629,3
2630,2
2631,1
2632,0
2633,3
2634,4
2635,1
2636,4
2637,0
2638,2
2639,3
2640,1
2641,0
2642,4
2643,3
2644,4
2645,3
2646,3
2647,4
2648,3
2649,1
2650,4
2651,2
2652,3
2653,1
2654,3
2655,3
2656,4
2657,2
2658,3
2659,2
2660,0
2661,2
2662,4
2663,3
2664,3
2665,4
2666,1
2667,2
2668,3
2669,2
2670,1
2671,4
2672,0
2673,0
2674,2
2675,0
2676,1
2677,1
2678,1
2679,1
2680,4
2681,2
2682,0
2683,2
2684,3
2685,0
2686,3
2687,4
2688,2
2689,1
2690,1
2691,4
2692,2
2693,2
2694,0
2695,2
2696,2
2697,2
2698,3
2699,4
2700,0
2701,3
2702,2
2703,1
2704,4
2705,1
2706,4
2707,3
2708,0
2709,1
2710,1
2711,4
2712,1
2713,4
2714,3
2715,4
2716,3
2717,0
2718,3
2719,1
2720,4
2721,4
2722,0
2723,1
2724,3
2725,3
2726,1
2727,2
2728,0
2729,3
2730,1
2731,4
2732,3
2733,1
2734,0
2735,1
2736,4
2737,3
2738,2
2739,1
2740,3
2741,1
2742,2
2743,4
2744,0
2745,0
2746,4
2747,2
2748,2
2749,2
2750,2
2751,0
2752,4
2753,1
2754,4
2755,4
2756,3
2757,1
2758,2
2759,0
2760,2
2761,2
2762,4
2763,3
2764,0
2765,4
2766,0
2767,0
2768,3
2769,3
2770,2
2771,1
2772,3
2773,4
2774,2
2775,4
2776,3
2777,0
2778,1
2779,4
2780,1
2781,3
2782,4
2783,2
2784,0
2785,4
2786,1
2787,4
2788,4
2789,0
2790,2
2791,4
2792,1
2793,3
2794,0
2795,3
2796,1
2797,0
2798,2
2799,4
2800,1
2801,1
2802,2
2803,1
2804,3
2805,1
2806,4
2807,1
2808,1
2809,0
2810,0
2811,2
2812,3
2813,4
2814,1
2815,2
2816,0
2817,0
2818,4
2819,2
2820,4
2821,2
2822,4
2823,3
2824,0
2825,2
2826,4
2827,4
2828,1
2829,4
2830,2
2831,0
2832,1
2833,2
2834,3
2835,2
2836,1
2837,1
2838,0
2839,3
2840,0
2841,3
2842,1
2843,2
2844,1
2845,1
2846,4
2847,0
2848,3
2849,2
2850,1
2851,4
2852,0
2853,3
2854,2
2855,0
2856,3
2857,4
2858,1
2859,2
2860,1
2861,1
2862,3
2863,0
2864,2
2865,4
2866,0
2867,1
2868,3
2869,2
2870,1
2871,1
2872,0
2873,3
2874,4
2875,0
2876,3
2877,1
2878,4
2879,2
2880,0
2881,3
2882,0
2883,3
2884,0
2885,2
2886,0
2887,1
2888,3
2889,4
2890,3
2891,1
2892,3
2893,2
2894,4
2895,2
2896,0
2897,4
2898,1
2899,2
2900,3
2901,4
2902,0
2903,4
2904,1
2905,3
2906,2
2907,0
2908,4
2909,0
2910,3
2911,2
2912,3
2913,0
2914,4
2915,1
2916,0
2917,4
2918,1
2919,2
2920,0
2921,2
2922,4
2923,3
2924,1
2925,3
2926,1
2927,2
2928,0
2929,0
2930,4
2931,0
2932,4
2933,2
2934,0
2935,2
2936,0
2937,4
2938,2
2939,3
2940,3
2941,0
2942,4
2943,3
2944,1
2945,4
2946,3
2947,1
2948,0
2949,2
2950,1
2951,1
2952,4
2953,2
2954,4
2955,1
2956,0
2957,4
2958,1
2959,2
2960,4
2961,0
2962,1
2963,0
2964,3
2965,2
2966,1
2967,2
2968,0
2969,4
2970,0
2971,1
2972,3
2973,2
2974,1
2975,2
2976,1
2977,4
2978,3
2979,0
2980,2
2981,3
2982,4
2983,2
2984,0
2985,2
2986,2
2987,2
2988,2
2989,3
2990,4
2991,3
2992,0
2993,0
2994,2
2995,4
2996,3
2997,0
